Title;|=*?*=|ProjectId;|=*?*=|MainProjectId;|=*?*=|ShortDescription;|=*?*=|Outcome;|=*?*=|DeveloperName;|=*?*=|DemoLink;|=*?*=|GitHubLink;|=*?*=|ShowItem;|=*?*=|ShowProgressBar;|=*?*=|PriorityCalculation;|=*?*=|HasDemo;|=*?*=|PriorityNumber;|=*?*=|Impact;|=*?*=|Urgency;|=*?*=|EaseOffSuccess;|=*?*=|PersonalPreference;|=*?*=|Progress;|=*?*=|TotalHours;|=*?*=|TheoreticalHours;|=*?*=|PracticalHours;|=*?*=|GeneralHours;|=*?*=|DateCreated;|=*?*=|DateDoing;|=*?*=|DateDone;|=*?*=|ProjectStatus;|=*?*=|Challenges;|=*?*=|FutureAdditions;|=*?*=|TimeUnitsPutIn;|=*?*=|SubProjectIds
Projecten;|=*?*=|8d631d32-421e-4733-980a-48e05dc1a874;|=*?*=|0320a8ab-eda2-4c07-963d-a14e21859f21;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|270;|=*?*=|0;|=*?*=|247;|=*?*=|23;|=*?*=|04/10/2021 02:36:52 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|8283f3c2-424f-4b3c-b094-67c41d4337fa|=*!*=|4d7906ba-f5a9-41d7-8952-4e2c03370345|=*!*=|98a95d3d-4d12-4557-92af-ec0005ab9c1c|=*!*=|c395ef5d-d5fd-4758-8469-47d99b38e243
Proof it series;|=*?*=|3523d91b-2bae-4453-881e-9ca337a1cb52;|=*?*=|e906b9e2-817f-4b86-9c82-000a4ce708d9;|=*?*=|Een serie uitdagingen om mijn kennis te testen en uit te breiden, nadat ik zelf een opdracht heb volbracht of ben vast gelopen kan ik kijken hoe Tim Corey het heeft opgelost.;|=*?*=|Het testen van mijn kennis en het uitzoeken van problemen, hierdoor meer zelf vertrouwen krijgen en mijn programmeer kennis verdiepen.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9617;|=*?*=|8;|=*?*=|6;|=*?*=|1;|=*?*=|8;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|04/10/2021 08:12:00 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
Samba folder sharing;|=*?*=|f3ce09fa-5988-4325-942f-93c946d46c78;|=*?*=|98a95d3d-4d12-4557-92af-ec0005ab9c1c;|=*?*=|Mapopen delen met het netwerk.;|=*?*=|Mappen van de Ubuntu server delen zodat ik er met Verkenner in windows bij kan.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|8273;|=*?*=|9;|=*?*=|8;|=*?*=|3;|=*?*=|8;|=*?*=|0;|=*?*=|5;|=*?*=|0;|=*?*=|5;|=*?*=|0;|=*?*=|01/11/2021 02:10:47 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|Configure Samba|=*&*=||=*!*=|sudo vi /etc/samba/smb.conf|=*$*=|Install Samba|=*&*=||=*!*=|1. sudo apt update|=*!*=|2. sudo apt install samba -y|=*!*=|https://ubuntu.com/tutorials/install-and-configure-samba#2-installing-samba|=*$*=|Samba folder sharing|=*&*=||=*!*=|1. Open config file: sudo vi /etc/samba/smb.conf|=*!*=|2. In the end of the document add share as show on the page link and save the file|=*!*=|3. Restart samba service: sudo service smbd restart|=*!*=|4. Allow samba true firewall: sudo ufw allow samba|=*!*=|https://ubuntu.com/tutorials/install-and-configure-samba#3-setting-up-samba|=*$*=|Uninstall Samba|=*&*=||=*!*=|sudo apt-get autoremove --purge samba -y;|=*?*=|;|=*?*=|410f18e2-0c9b-4284-a6a4-6d3e859fdc6e|=*!*=|71fdfe21-4974-409f-ae7f-6aebf9ab5978;|=*?*=|
Snippets C#;|=*?*=|1347d366-6db6-44cf-8fa7-983185644d77;|=*?*=|28e05422-05fd-427f-ad73-f1ffb9e436ae;|=*?*=|Programming principen van C#.;|=*?*=|Code snippets die in C# gebruikt worden;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|2001;|=*?*=|10;|=*?*=|10;|=*?*=|8;|=*?*=|10;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|01/11/2021 02:21:55 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|C# Character replacement|=*&*=||=*!*=|s = s.Replace("\"", "");|=*$*=|C# Make a sentence from data collection|=*&*=||=*!*=|var res = string.Join(" ", words);|=*!*=|var temp = words.Aggregate((x, y) => x + " " + y);|=*$*=|C# Razor Pages Nested Layouts|=*&*=||=*!*=|https://www.youtube.com/watch?v=SrlU8sr5Tqc;|=*?*=|;|=*?*=|;|=*?*=|
Snippets HTML;|=*?*=|05acd4eb-df02-4549-977a-d884942e3058;|=*?*=|28e05422-05fd-427f-ad73-f1ffb9e436ae;|=*?*=|Code suggesties voor HTML.;|=*?*=|Terug kunnen vallen op code snippets voor HTML.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|01/11/2021 02:27:11 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|Translate CSS to HTML|=*&*=||=*!*=|background-color -> backgroundColor|=*!*=|text-align -> textAlign|=*!*=|textAlign and max-height -> maxHeight;|=*?*=|;|=*?*=|;|=*?*=|
Solicitatie brief schrijven;|=*?*=|25ad91c1-06ba-41ef-b431-f2a3ad952965;|=*?*=|ee4dce22-b090-4c47-b4ca-3b8f215f61fe;|=*?*=|Het schrijven van sollicitatie brieven naar een organisatie die mij aanspreekt.;|=*?*=|Uitgenodigd worden voor een gesprek.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9521;|=*?*=|8;|=*?*=|6;|=*?*=|5;|=*?*=|2;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|18/10/2021 11:33:05 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
Sollicitaie gesprek voeren;|=*?*=|a9552554-3762-4c7c-9cce-6929f9d9f9a5;|=*?*=|ee4dce22-b090-4c47-b4ca-3b8f215f61fe;|=*?*=|Het voeren van een gesprek met een potentiele werkgever.;|=*?*=|Het aftasten van beide kanten of er een match is.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|8951;|=*?*=|10;|=*?*=|7;|=*?*=|5;|=*?*=|3;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|18/10/2021 11:35:02 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
Solliciteren;|=*?*=|ee4dce22-b090-4c47-b4ca-3b8f215f61fe;|=*?*=|0320a8ab-eda2-4c07-963d-a14e21859f21;|=*?*=|Het zoeken naar werk als software developer;|=*?*=|Een junior of hoger position bekleden;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|8401;|=*?*=|10;|=*?*=|8;|=*?*=|5;|=*?*=|4;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|18/10/2021 11:25:55 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|61f90fd0-05cb-42e6-8999-2b995a6cbf9a|=*!*=|25ad91c1-06ba-41ef-b431-f2a3ad952965|=*!*=|a9552554-3762-4c7c-9cce-6929f9d9f9a5
SQL Databases (From start to finish);|=*?*=|710984e4-0e8e-4484-ab30-f9453f415ff1;|=*?*=|e906b9e2-817f-4b86-9c82-000a4ce708d9;|=*?*=|Een cursus om vanaf de basis te beginnen met SQL databases;|=*?*=|Het goed begrijpen en kunnen werken met SQL Databases en het vak afronden voor mijn MBO opleiding;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9665;|=*?*=|7;|=*?*=|4;|=*?*=|3;|=*?*=|4;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|19/10/2021 10:41:58 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|f91bd736-fd3f-48f9-9fff-390e7945a208
SSH;|=*?*=|2ab306ac-dd81-4ac2-ba6b-67561273410a;|=*?*=|9975f6fd-ffcb-419f-accf-2e4065fc80c9;|=*?*=|Remote commandline verbindign met een Linux server via SSH.;|=*?*=|Een verbinding kunnen leggen met een Linux server waar SSH enabled is.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9301;|=*?*=|7;|=*?*=|5;|=*?*=|5;|=*?*=|4;|=*?*=|50;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|01/11/2021 12:10:28 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|Putty Downloaden|=*&*=||=*!*=|https://www.putty.org/|=*$*=|SSH port veranderen|=*&*=||=*!*=|https://linuxconfig.org/how-to-change-ssh-port-on-linux;|=*?*=|;|=*?*=|;|=*?*=|
test 1;|=*?*=|1ffae8fc-37e3-4caf-89e3-3e54ab0bfded;|=*?*=|0320a8ab-eda2-4c07-963d-a14e21859f21;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|15/11/2021 08:28:31 PM;|=*?*=|15/11/2021 08:34:39 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|8f2232fd-2291-4bd9-bd85-6b3fc68d72b9
test2;|=*?*=|8f2232fd-2291-4bd9-bd85-6b3fc68d72b9;|=*?*=|1ffae8fc-37e3-4caf-89e3-3e54ab0bfded;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|15/11/2021 08:28:44 PM;|=*?*=|15/11/2021 08:33:04 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
Toekomst;|=*?*=|e906b9e2-817f-4b86-9c82-000a4ce708d9;|=*?*=|a84d7ed0-0595-4fde-a4b7-7c4c3729ebcc;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|1;|=*?*=|10;|=*?*=|10;|=*?*=|10;|=*?*=|10;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|24/11/2021 09:56:45 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|f3e763c0-2a6f-4994-8583-758007f395a2|=*!*=|3523d91b-2bae-4453-881e-9ca337a1cb52|=*!*=|710984e4-0e8e-4484-ab30-f9453f415ff1|=*!*=|89c13c66-cf68-4827-880a-50e001abfa6f
Ubuntu;|=*?*=|9975f6fd-ffcb-419f-accf-2e4065fc80c9;|=*?*=|98a95d3d-4d12-4557-92af-ec0005ab9c1c;|=*?*=|Projecten die gedaan zijn. in Ubuntu;|=*?*=|Werkende projecten op een Ubuntu server.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9713;|=*?*=|6;|=*?*=|6;|=*?*=|2;|=*?*=|4;|=*?*=|0;|=*?*=|49;|=*?*=|0;|=*?*=|43;|=*?*=|6;|=*?*=|01/11/2021 11:36:51 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|Mappen delen|=*&*=||=*!*=|Samba|=*$*=|Port management|=*&*=||=*!*=|List all used ports : ss -townlup|=*!*=|What listens at a specific port: sudo ss -tulpn | grep :"port number"|=*$*=|Remote access|=*&*=||=*!*=|https://bitlaunch.io/blog/how-to-install-and-configure-vnc-viewer-on-ubuntu-20-04/|=*!*=|https://serverspace.io/support/help/install-tightvnc-server-on-ubuntu-20-04/|=*!*=|https://www.cyberciti.biz/faq/ubuntu-linux-install-openssh-server/|=*!*=|https://www.ubuntu18.com/ubuntu-change-ssh-port/|=*$*=|Service management|=*&*=||=*!*=|https://phoenixnap.com/kb/start-stop-restart-linux-services|=*$*=|Up to date houden|=*&*=||=*!*=|https://www.cyberciti.biz/faq/upgrade-update-ubuntu-using-terminal/;|=*?*=|;|=*?*=|12553d94-33bd-4946-ab4f-f0193306e570|=*!*=|78661925-b0f3-4cc4-9477-a16b66c36498|=*!*=|832462e2-9783-40da-b309-fba811e726f9|=*!*=|0c553ddb-6119-4d88-98a1-b16df89425ff|=*!*=|f8f7ae4e-0577-4d68-8e9b-ba766dfcf7e0;|=*?*=|d0e06c99-7936-412b-869b-4c97e97d077b|=*!*=|2ab306ac-dd81-4ac2-ba6b-67561273410a|=*!*=|a1bea6d3-8b3b-4181-b853-e7c1e22e5fcb|=*!*=|ea1f3a03-9b33-4295-945d-a2f3354ca1e8
UWV;|=*?*=|0b58ad7f-d060-47a0-a584-fe09964f650b;|=*?*=|0320a8ab-eda2-4c07-963d-a14e21859f21;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|8801;|=*?*=|10;|=*?*=|10;|=*?*=|6;|=*?*=|2;|=*?*=|0;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|1;|=*?*=|21/10/2021 12:33:54 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|e272c98f-5535-4c33-838f-47808645bf47
Vacatures zoeken;|=*?*=|61f90fd0-05cb-42e6-8999-2b995a6cbf9a;|=*?*=|ee4dce22-b090-4c47-b4ca-3b8f215f61fe;|=*?*=|Het zoeken van toepasselijke vacatures.;|=*?*=|Vacatures vinden waar die aansluiten bij mijn niveau en het bedrijf zo veel mogelijk bij mijn eigen normen en waarden.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|8951;|=*?*=|10;|=*?*=|7;|=*?*=|5;|=*?*=|3;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|18/10/2021 11:29:35 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
Veilig programmeren;|=*?*=|f62d99f5-6540-49a8-90d7-328718b68d18;|=*?*=|4548ea05-efb3-46e8-a153-169d7f7fca06;|=*?*=|Een theorie vak over het beveiligen van applicaties, het gaat onder andere over encryptie, resilience, graceful degradation en de rollen van OWASP en SANS enz.;|=*?*=|Bekend zijn met de boven beschreven onderwerpen en meer op het gebied van programmeren.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9959;|=*?*=|7;|=*?*=|3;|=*?*=|1;|=*?*=|2;|=*?*=|0;|=*?*=|156;|=*?*=|156;|=*?*=|0;|=*?*=|0;|=*?*=|05/11/2020 02:41:07 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|f7426586-6b53-45fe-883e-d6798d7f44e2|=*!*=|fb952c60-bcdf-43e4-a641-c346e8c84fb4|=*!*=|92d33119-9daa-469a-ade3-6dc164428716;|=*?*=|
Visual Studio Code (VS Code);|=*?*=|b298f6e8-a417-49ad-9fa1-7186ea1714f2;|=*?*=|2a82ae6d-9160-4c1e-96b3-2cadcbab8c19;|=*?*=|Leren om met Visual Studio Code te werken.;|=*?*=|Dit zorgt er voor dat ik goed kan gaan werken in Visual Studio Code.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|7841;|=*?*=|10;|=*?*=|9;|=*?*=|6;|=*?*=|4;|=*?*=|0;|=*?*=|1;|=*?*=|0;|=*?*=|1;|=*?*=|0;|=*?*=|11/10/2021 12:57:29 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|VS Code snel toetsen|=*&*=||=*!*=|1 https://www.youtube.com/watch?v=WPqXP_kLzpo&t=605s|=*!*=|2 ts 10:35|=*!*=|Debugging - (Ctrl + Shift + D) (Command + Shift + D)|=*!*=|Explorer  - (Ctrl + Shift + E) (Command + Shift + E)|=*!*=|Find - (Ctrl + Shift + F) (Command + Shift + F)|=*!*=|Side bar toggle - (Ctrl + B ) (Command + B)|=*!*=|Source Control - (Ctrl + Shift + G) (Command + Shift + G);|=*?*=|;|=*?*=|e8772f7a-bd27-4443-85eb-848221a886b1;|=*?*=|
Voltooid;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|a84d7ed0-0595-4fde-a4b7-7c4c3729ebcc;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|867;|=*?*=|188;|=*?*=|679;|=*?*=|0;|=*?*=|24/11/2021 09:56:10 AM;|=*?*=|24/11/2021 10:03:37 AM;|=*?*=|24/11/2021 10:03:37 AM;|=*?*=|2;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|6d66f5dd-3d9b-4d58-be28-f3630b1e1b77|=*!*=|b4acbdc1-00c1-4bd4-b1d6-12e7a07a2e02|=*!*=|c76356b7-1381-4f6a-a7db-cc2759457443|=*!*=|64f4f7af-3f35-424b-9e61-64c952ae427a|=*!*=|85980512-a049-4d58-944b-bd0891653909|=*!*=|199e9652-8025-4a5c-a12f-58b43a8fae54|=*!*=|0ec41028-f04d-4df5-a1ab-8dd5d9b16718|=*!*=|3ffb52e6-46fe-4040-9e02-a1f51c48ccfa|=*!*=|d05b4980-10f5-43fb-bcd2-c70d19cab038|=*!*=|52d4fdba-b694-4647-b65d-852e11013ba1
Voortgangs rapportage uitbrengen;|=*?*=|e272c98f-5535-4c33-838f-47808645bf47;|=*?*=|0b58ad7f-d060-47a0-a584-fe09964f650b;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|7901;|=*?*=|10;|=*?*=|10;|=*?*=|7;|=*?*=|3;|=*?*=|0;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|1;|=*?*=|21/10/2021 12:36:04 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|937967d0-c4fe-4dc4-a391-093355c1e66f;|=*?*=|
Vue.js 2;|=*?*=|8a9658ea-f943-4b8f-a1ed-6670e249b9a1;|=*?*=|2a82ae6d-9160-4c1e-96b3-2cadcbab8c19;|=*?*=|Een onderdeel van het vak Web development waarin er onder andere kennis wordt gemaakt met Vue.js.;|=*?*=|Het leren werken met Vue.js en wat het is en hoe het mij kan helpen.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9977;|=*?*=|4;|=*?*=|3;|=*?*=|2;|=*?*=|1;|=*?*=|0;|=*?*=|3;|=*?*=|3;|=*?*=|0;|=*?*=|0;|=*?*=|04/10/2021 02:35:41 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|c2aa5c08-d402-4e2f-aff9-d429f50b4f49;|=*?*=|
Webdevelopment 1 & 2;|=*?*=|2a82ae6d-9160-4c1e-96b3-2cadcbab8c19;|=*?*=|4548ea05-efb3-46e8-a153-169d7f7fca06;|=*?*=|Een vak waarin je leert te werken met Laravel en Vue.js om een web applicatie te maken.;|=*?*=|Het behalen van de opdrachten met een ruime voldoende en een applicatie maken met kloppende documentatie.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9875;|=*?*=|7;|=*?*=|3;|=*?*=|2;|=*?*=|3;|=*?*=|0;|=*?*=|11;|=*?*=|5;|=*?*=|6;|=*?*=|0;|=*?*=|04/10/2021 02:35:01 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|1f7dd766-c5f4-48c7-82b0-7483516887bc|=*!*=|8a9658ea-f943-4b8f-a1ed-6670e249b9a1|=*!*=|a2802ea2-b893-4486-8840-05e924089f46|=*!*=|b298f6e8-a417-49ad-9fa1-7186ea1714f2
